"","top_hit","gene_id","length.x","evalue","bitscore","simMean","uniprotkb_entry","status","protein_names","gene_names","organism","kegg","GO.ID","GO_terms"
"18981","XP_027053823.1","TRINITY_DN29054_c0_g1_i1",617,0,1228,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18982","XP_027053823.1","TRINITY_DN63141_c0_g1_i1",52,4.6e-20,108.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18983","XP_027053824.1","TRINITY_DN65422_c0_g1_i1",428,6.2e-238,834.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18984","XP_027053830.1","TRINITY_DN16247_c0_g1_i1",80,1.4e-30,144.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18985","XP_027053830.1","TRINITY_DN24626_c0_g1_i1",227,8.2e-79,304.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18986","XP_027053831.1","TRINITY_DN73013_c0_g1_i1",215,3.4e-86,329.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18987","XP_027053835.1","TRINITY_DN59726_c0_g1_i1",563,2e-306,1062,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18988","XP_027053837.1","TRINITY_DN40456_c0_g1_i4",382,5.9e-223,784.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18989","XP_027053839.1","TRINITY_DN64589_c0_g1_i1",298,2.3e-169,605.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18990","XP_027053840.1","TRINITY_DN15188_c0_g3_i1",119,1.3e-56,232.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18991","XP_027053843.1","TRINITY_DN47660_c0_g1_i1",364,6.4e-191,677.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18992","XP_027053852.1","TRINITY_DN12911_c0_g3_i1",65,2.8e-09,73.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18993","XP_027053852.1","TRINITY_DN12972_c0_g1_i2",56,3.3e-08,68.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18994","XP_027053852.1","TRINITY_DN15391_c0_g1_i1",74,2.5e-08,70.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18995","XP_027053852.1","TRINITY_DN17756_c0_g3_i1",64,1.8e-06,64.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18996","XP_027053852.1","TRINITY_DN18374_c0_g1_i1",76,7.1e-06,61.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18997","XP_027053852.1","TRINITY_DN26394_c0_g2_i1",54,2e-07,67,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18998","XP_027053852.1","TRINITY_DN52310_c0_g1_i1",82,2.8e-07,66.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18999","XP_027053856.1","TRINITY_DN13851_c0_g1_i1",508,4.9e-293,1017.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19000","XP_027053856.1","TRINITY_DN35199_c0_g1_i1",192,9.9e-87,330.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19001","XP_027053856.1","TRINITY_DN36660_c0_g1_i1",491,2.9e-263,918.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19002","XP_027053856.1","TRINITY_DN36660_c0_g2_i1",194,7.3e-97,364.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19003","XP_027053856.1","TRINITY_DN48168_c0_g1_i1",108,4e-53,218,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19004","XP_027053856.1","TRINITY_DN72121_c0_g1_i1",110,1.9e-50,209.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19005","XP_027053868.1","TRINITY_DN18063_c0_g3_i1",125,3.2e-61,247.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19006","XP_027053869.1","TRINITY_DN18507_c0_g1_i1",485,5.3e-196,695.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19007","XP_027053870.1","TRINITY_DN18507_c0_g2_i1",192,4.4e-76,296.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19008","XP_027053871.1","TRINITY_DN14177_c0_g1_i3",103,1.3e-48,204.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19009","XP_027053874.1","TRINITY_DN13049_c0_g2_i2",191,5.5e-81,311.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19010","XP_027053874.1","TRINITY_DN17883_c0_g1_i1",237,6.8e-114,421,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19011","XP_027053874.1","TRINITY_DN22977_c0_g1_i2",122,6e-49,205.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19012","XP_027053874.1","TRINITY_DN25288_c0_g3_i1",47,1e-11,80.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19013","XP_027053881.1","TRINITY_DN11721_c0_g1_i2",107,3.1e-46,196.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19014","XP_027053882.1","TRINITY_DN15188_c0_g2_i2",333,6.7e-166,594.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19015","XP_027053890.1","TRINITY_DN18711_c0_g1_i1",283,2.5e-164,589.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19016","XP_027053891.1","TRINITY_DN12764_c0_g1_i1",935,0,1838.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19017","XP_027053892.1","TRINITY_DN62709_c0_g1_i1",167,2.5e-89,339.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19018","XP_027053892.1","TRINITY_DN68833_c0_g1_i1",202,5.6e-109,405.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19019","XP_027053895.1","TRINITY_DN27323_c0_g1_i1",213,1.5e-114,423.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19020","XP_027053900.1","TRINITY_DN15062_c0_g1_i1",414,3.9e-237,832,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19021","XP_027053901.1","TRINITY_DN58996_c0_g1_i1",325,8.4e-178,634.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19022","XP_027053907.1","TRINITY_DN39837_c0_g1_i1",55,1.9e-20,109.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19023","XP_027053907.1","TRINITY_DN39837_c0_g2_i1",69,2.3e-31,146.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19024","XP_027053908.1","TRINITY_DN22222_c0_g1_i7",243,1.1e-132,484.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19025","XP_027053909.1","TRINITY_DN54115_c0_g1_i1",301,4e-146,528.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19026","XP_027053911.1","TRINITY_DN56485_c0_g1_i1",643,0,1217.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19027","XP_027053912.1","TRINITY_DN17426_c0_g1_i1",326,2.8e-183,652.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19028","XP_027053914.1","TRINITY_DN14510_c0_g1_i2",656,0,1164.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19029","XP_027053917.1","TRINITY_DN65395_c0_g1_i1",136,2.9e-77,299.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19030","XP_027053919.1","TRINITY_DN29897_c0_g1_i1",207,1.7e-117,434.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19031","XP_027053920.1","TRINITY_DN14510_c0_g3_i1",104,5.5e-54,221.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19032","XP_027053921.1","TRINITY_DN15306_c0_g1_i1",86,1.5e-40,177.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19033","XP_027053924.1","TRINITY_DN11398_c0_g1_i1",755,0,1561.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19034","XP_027053925.1","TRINITY_DN23500_c0_g1_i1",193,2.2e-72,283.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19035","XP_027053928.1","TRINITY_DN23500_c0_g2_i1",422,3.8e-234,822.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19036","XP_027053933.1","TRINITY_DN17922_c0_g1_i4",74,4.5e-33,152.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19037","XP_027053951.1","TRINITY_DN18341_c0_g2_i2",676,0,1344.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19038","XP_027053962.1","TRINITY_DN38934_c0_g3_i1",1143,0,2092.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19039","XP_027053963.1","TRINITY_DN12897_c0_g1_i2",928,0,1568.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19040","XP_027053971.1","TRINITY_DN28201_c0_g1_i1",48,2.4e-08,70.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19041","XP_027053972.1","TRINITY_DN67519_c0_g1_i1",138,2.8e-61,246.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19042","XP_027053973.1","TRINITY_DN12666_c0_g1_i6",368,1.1e-200,711.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19043","XP_027053977.1","TRINITY_DN66832_c0_g1_i1",220,4.8e-122,448.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19044","XP_027053982.1","TRINITY_DN28454_c0_g1_i1",129,1.7e-61,246.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19045","XP_027053982.1","TRINITY_DN28454_c0_g2_i1",107,3.7e-49,204.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19046","XP_027053985.1","TRINITY_DN23506_c0_g1_i1",494,1.2e-227,800.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19047","XP_027053986.1","TRINITY_DN17114_c0_g1_i1",570,2.1e-243,852.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19048","XP_027053988.1","TRINITY_DN42825_c0_g1_i1",154,1.2e-82,316.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19049","XP_027053988.1","TRINITY_DN56640_c0_g1_i1",107,3.5e-49,205.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19050","XP_027053991.1","TRINITY_DN34149_c0_g1_i1",233,3.4e-124,455.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19051","XP_027053992.1","TRINITY_DN27963_c0_g2_i1",313,7.8e-180,641.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19052","XP_027053997.1","TRINITY_DN17331_c0_g1_i1",885,0,1678.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19053","XP_027054000.1","TRINITY_DN40856_c0_g1_i1",48,7.9e-13,85.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19054","XP_027054002.1","TRINITY_DN72874_c0_g1_i1",260,7.2e-121,445.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19055","XP_027054003.1","TRINITY_DN39162_c0_g1_i1",500,6.3e-284,987.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19056","XP_027054004.1","TRINITY_DN35052_c0_g1_i1",85,6.2e-36,161,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19057","XP_027054006.1","TRINITY_DN70556_c0_g1_i1",769,0,1551.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19058","XP_027054007.1","TRINITY_DN12228_c0_g1_i1",1288,0,2020,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19059","XP_027054010.1","TRINITY_DN15495_c0_g1_i1",361,3.7e-209,738.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19060","XP_027054013.1","TRINITY_DN37144_c0_g1_i1",160,2.4e-89,339,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19061","XP_027054017.1","TRINITY_DN53034_c0_g1_i1",165,6.8e-41,178.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19062","XP_027054023.1","TRINITY_DN20791_c0_g1_i10",281,4e-152,549.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19063","XP_027054028.1","TRINITY_DN39222_c0_g1_i1",115,7.6e-58,233.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19064","XP_027054028.1","TRINITY_DN42777_c0_g1_i1",171,5.2e-95,357.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19065","XP_027054031.1","TRINITY_DN37589_c0_g1_i2",186,4e-85,325.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19066","XP_027054032.1","TRINITY_DN60340_c0_g1_i1",216,2.4e-121,446.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19067","XP_027054036.1","TRINITY_DN28710_c0_g1_i1",428,1.9e-234,822.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19068","XP_027054048.1","TRINITY_DN19816_c0_g1_i1",391,6.6e-242,848.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19069","XP_027054050.1","TRINITY_DN12937_c0_g1_i2",315,1.6e-166,597.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19070","XP_027054053.1","TRINITY_DN70537_c0_g1_i1",367,6.4e-212,748.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19071","XP_027054058.1","TRINITY_DN37461_c0_g1_i1",350,2.9e-160,575.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19072","XP_027054062.1","TRINITY_DN14861_c0_g1_i2",136,5.9e-57,231.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19073","XP_027054062.1","TRINITY_DN18827_c0_g1_i2",165,4.1e-73,285,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19074","XP_027054076.1","TRINITY_DN19800_c0_g1_i2",181,2.8e-70,275.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19075","XP_027054088.1","TRINITY_DN11503_c0_g1_i1",374,2.6e-194,689.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19076","XP_027054100.1","TRINITY_DN34529_c0_g3_i1",57,1.3e-22,116.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19077","XP_027054104.1","TRINITY_DN20179_c0_g1_i2",254,2e-142,517.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19078","XP_027054106.1","TRINITY_DN17360_c0_g1_i1",717,0,1287.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19079","XP_027054108.1","TRINITY_DN20372_c0_g1_i1",363,2.8e-194,689.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19080","XP_027054111.1","TRINITY_DN18791_c0_g1_i1",272,4.7e-151,545,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19081","XP_027054112.1","TRINITY_DN24028_c0_g1_i1",192,1.2e-42,184.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19082","XP_027054112.1","TRINITY_DN24028_c0_g2_i1",143,2.6e-84,322,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19083","XP_027054112.1","TRINITY_DN40268_c0_g1_i1",202,1.7e-121,446,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19084","XP_027054115.1","TRINITY_DN25730_c0_g1_i1",284,8.3e-129,471.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19085","XP_027054140.1","TRINITY_DN68810_c0_g1_i1",272,1.2e-146,530.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19086","XP_027054141.1","TRINITY_DN13044_c0_g1_i1",1106,0,2067,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19087","XP_027054152.1","TRINITY_DN16293_c0_g1_i4",33,7.8e-08,68.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19088","XP_027054159.1","TRINITY_DN13925_c0_g1_i5",93,1.6e-35,161.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19089","XP_027054159.1","TRINITY_DN13925_c0_g2_i2",70,6.8e-29,137.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19090","XP_027054163.1","TRINITY_DN23014_c0_g1_i1",121,2.3e-55,227.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19091","XP_027054164.1","TRINITY_DN12800_c0_g1_i1",1083,0,1603.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19092","XP_027054177.1","TRINITY_DN21273_c0_g1_i2",63,4.9e-27,131.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19093","XP_027054177.1","TRINITY_DN21560_c0_g1_i1",221,4.1e-114,421.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19094","XP_027054177.1","TRINITY_DN33789_c0_g1_i1",118,5.3e-54,221.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19095","XP_027054190.1","TRINITY_DN35831_c0_g1_i1",126,2e-67,265.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19096","XP_027054190.1","TRINITY_DN41825_c0_g1_i1",109,3e-56,228.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19097","XP_027054190.1","TRINITY_DN41825_c0_g2_i1",203,4.1e-107,398.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19098","XP_027054191.1","TRINITY_DN28970_c0_g1_i1",344,2.9e-193,685.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19099","XP_027054191.1","TRINITY_DN35559_c0_g1_i1",116,7.4e-53,217.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19100","XP_027054191.1","TRINITY_DN35559_c0_g2_i1",171,1.3e-90,343.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19101","XP_027054196.1","TRINITY_DN57653_c0_g1_i1",157,5.1e-73,285,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19102","XP_027054197.1","TRINITY_DN18130_c0_g1_i1",326,4.1e-189,671.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19103","XP_027054202.1","TRINITY_DN17008_c0_g1_i1",130,1.5e-65,259.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19104","XP_027054202.1","TRINITY_DN19280_c0_g1_i1",192,3.3e-106,395.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19105","XP_027054204.1","TRINITY_DN13484_c0_g1_i2",450,6.9e-220,774.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19106","XP_027054208.1","TRINITY_DN17464_c0_g1_i1",540,5.2e-299,1038.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19107","XP_027054211.1","TRINITY_DN12713_c0_g1_i6",70,4.1e-34,157.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19108","XP_027054212.1","TRINITY_DN11613_c0_g1_i1",483,3e-258,902.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19109","XP_027054213.1","TRINITY_DN22407_c0_g1_i1",266,1.2e-153,553.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19110","XP_027054216.1","TRINITY_DN11219_c0_g1_i3",285,3.6e-111,412.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19111","XP_027054216.1","TRINITY_DN13232_c0_g1_i5",325,6.6e-75,292,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19112","XP_027054221.1","TRINITY_DN19213_c0_g1_i1",340,7.4e-178,634.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19113","XP_027054227.1","TRINITY_DN19527_c0_g1_i2",1639,0,3002.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19114","XP_027054229.1","TRINITY_DN26568_c0_g1_i1",281,2.7e-138,503.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19115","XP_027054229.1","TRINITY_DN47556_c0_g1_i1",281,2.4e-138,503.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19116","XP_027054231.1","TRINITY_DN26478_c0_g1_i1",61,6.6e-19,104.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19117","XP_027054236.1","TRINITY_DN21713_c0_g1_i1",253,3.8e-145,526.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19118","XP_027054241.1","TRINITY_DN26165_c0_g1_i2",597,0,1171,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19119","XP_027054244.1","TRINITY_DN36248_c0_g1_i1",298,2.6e-160,575.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19120","XP_027054245.1","TRINITY_DN33346_c0_g1_i1",278,4.9e-149,538.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19121","XP_027054246.1","TRINITY_DN13437_c0_g1_i1",350,3.9e-191,679.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19122","XP_027054249.1","TRINITY_DN37814_c0_g1_i1",104,7.8e-54,220.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19123","XP_027054250.1","TRINITY_DN28546_c0_g2_i4",352,1e-198,704.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19124","XP_027054252.1","TRINITY_DN11920_c0_g1_i1",169,8.8e-86,328.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19125","XP_027054252.1","TRINITY_DN11920_c0_g2_i1",39,3.8e-13,86.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19126","XP_027054253.1","TRINITY_DN14753_c0_g2_i1",308,3.4e-166,595.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19127","XP_027054257.1","TRINITY_DN62338_c0_g1_i1",115,8.4e-63,251.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19128","XP_027054261.1","TRINITY_DN41523_c0_g2_i1",558,2.2e-306,1068.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19129","XP_027054266.1","TRINITY_DN16186_c0_g1_i1",767,0,1508,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19130","XP_027054267.1","TRINITY_DN16194_c0_g1_i1",343,1.8e-177,634,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19131","XP_027054268.1","TRINITY_DN28138_c0_g2_i4",303,6e-152,548.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19132","XP_027054270.1","TRINITY_DN28138_c0_g1_i1",87,4.3e-42,181.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19133","XP_027054270.1","TRINITY_DN28138_c0_g3_i1",64,5e-26,128.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19134","XP_027054276.1","TRINITY_DN13382_c0_g1_i1",127,3.4e-59,238.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19135","XP_027054281.1","TRINITY_DN21648_c0_g1_i1",151,1.2e-28,137.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19136","XP_027054282.1","TRINITY_DN22555_c0_g1_i1",33,1e-08,70.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19137","XP_027054288.1","TRINITY_DN13822_c0_g1_i8",55,3.3e-10,77.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19138","XP_027054288.1","TRINITY_DN13822_c0_g2_i1",109,1.6e-51,213.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19139","XP_027054290.1","TRINITY_DN14497_c0_g1_i1",436,1.9e-242,849.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19140","XP_027054293.1","TRINITY_DN16112_c0_g1_i3",221,2.7e-114,423.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19141","XP_027054305.1","TRINITY_DN24599_c0_g1_i1",75,8.9e-19,105.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19142","XP_027054310.1","TRINITY_DN27801_c0_g1_i1",127,2.4e-63,252.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19143","XP_027054312.1","TRINITY_DN54699_c0_g1_i1",741,0,1431.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19144","XP_027054317.1","TRINITY_DN39996_c0_g1_i1",195,6.8e-99,370.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19145","XP_027054317.1","TRINITY_DN39996_c0_g2_i1",304,1.8e-167,599.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19146","XP_027054317.1","TRINITY_DN45552_c0_g1_i1",284,1.5e-148,536.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19147","XP_027054317.1","TRINITY_DN45552_c0_g2_i1",665,0,1233.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19148","XP_027054318.1","TRINITY_DN17904_c0_g1_i1",340,4.5e-187,666,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19149","XP_027054318.1","TRINITY_DN40406_c0_g1_i1",219,4.4e-119,439.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19150","XP_027054323.1","TRINITY_DN12121_c0_g1_i1",2443,0,4455.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19151","XP_027054324.1","TRINITY_DN15673_c0_g1_i1",174,8.6e-89,337.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19152","XP_027054337.1","TRINITY_DN54630_c0_g1_i1",283,7e-93,353.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19153","XP_027054348.1","TRINITY_DN16599_c0_g2_i1",294,2.3e-154,556.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
