"","seqid","source","type","start","end","score","strand","phase","gene_id","length"
"19424","Pver_Sc0001268_size30986","AUGUSTUS","gene",21691,25088,".","-",".","Pver_g19465",3397
"19425","Pver_Sc0001269_size30839","AUGUSTUS","gene",15126,16818,".","-",".","Pver_g19466",1692
"19426","Pver_Sc0001272_size30631","AUGUSTUS","gene",1,3008,".","-",".","Pver_g19467",3007
"19427","Pver_Sc0001272_size30631","AUGUSTUS","gene",7856,13224,".","+",".","Pver_g19468",5368
"19428","Pver_Sc0001272_size30631",".","gene",13263,18448,".","-",".","Pver_g19469",5185
"19429","Pver_Sc0001272_size30631","AUGUSTUS","gene",18946,25009,".","+",".","Pver_g19470",6063
"19430","Pver_Sc0001272_size30631","AUGUSTUS","gene",29316,30321,".","+",".","Pver_g19471",1005
"19431","Pver_Sc0001273_size30601","AUGUSTUS","gene",2,13497,".","+",".","Pver_g19472",13495
"19432","Pver_Sc0001274_size30579","AUGUSTUS","gene",10723,13158,".","-",".","Pver_g19473",2435
"19433","Pver_Sc0001275_size30559","AUGUSTUS","gene",4666,17895,".","+",".","Pver_g19474",13229
"19434","Pver_Sc0001276_size30531","AUGUSTUS","gene",5350,7358,".","-",".","Pver_g19475",2008
"19435","Pver_Sc0001277_size30501","AUGUSTUS","gene",4516,5947,".","+",".","Pver_g19476",1431
"19436","Pver_Sc0001278_size30460","AUGUSTUS","gene",3843,24176,".","+",".","Pver_g19477",20333
"19437","Pver_Sc0001279_size30351","AUGUSTUS","gene",1,2748,".","-",".","Pver_g19478",2747
"19438","Pver_Sc0001279_size30351","AUGUSTUS","gene",5716,18545,".","+",".","Pver_g19479",12829
"19439","Pver_Sc0001279_size30351","AUGUSTUS","gene",18816,19750,".","+",".","Pver_g19480",934
"19440","Pver_Sc0001280_size30324","AUGUSTUS","gene",496,2542,".","+",".","Pver_g19481",2046
"19441","Pver_Sc0001280_size30324","AUGUSTUS","gene",23656,25897,".","+",".","Pver_g19482",2241
"19442","Pver_Sc0001281_size30214","AUGUSTUS","gene",13302,17538,".","-",".","Pver_g19483",4236
"19443","Pver_Sc0001281_size30214",".","gene",23872,26580,".","-",".","Pver_g19484",2708
"19444","Pver_Sc0001283_size30123","AUGUSTUS","gene",1180,3278,".","-",".","Pver_g19485",2098
"19445","Pver_Sc0001283_size30123",".","gene",4076,9368,".","-",".","Pver_g19486",5292
"19446","Pver_Sc0001283_size30123","AUGUSTUS","gene",17806,20710,".","+",".","Pver_g19487",2904
"19447","Pver_Sc0001283_size30123",".","gene",21786,29188,".","-",".","Pver_g19488",7402
"19448","Pver_Sc0001284_size30029",".","gene",2977,9171,".","+",".","Pver_g19489",6194
"19449","Pver_Sc0001284_size30029",".","gene",10824,15348,".","-",".","Pver_g19490",4524
"19450","Pver_Sc0001284_size30029","AUGUSTUS","gene",26676,29805,".","+",".","Pver_g19491",3129
"19451","Pver_Sc0001285_size29764","AUGUSTUS","gene",2,19963,".","+",".","Pver_g19492",19961
"19452","Pver_Sc0001286_size29754","AUGUSTUS","gene",10316,12505,".","+",".","Pver_g19493",2189
"19453","Pver_Sc0001286_size29754","AUGUSTUS","gene",24520,27678,".","-",".","Pver_g19494",3158
"19454","Pver_Sc0001287_size29727","AUGUSTUS","gene",10458,12468,".","-",".","Pver_g19495",2010
"19455","Pver_Sc0001287_size29727","AUGUSTUS","gene",14456,25267,".","+",".","Pver_g19496",10811
"19456","Pver_Sc0001288_size29616","AUGUSTUS","gene",9346,14067,".","+",".","Pver_g19497",4721
"19457","Pver_Sc0001289_size29610","AUGUSTUS","gene",1,4118,".","-",".","Pver_g19498",4117
"19458","Pver_Sc0001289_size29610","AUGUSTUS","gene",13036,23222,".","+",".","Pver_g19499",10186
"19459","Pver_Sc0001290_size29492","AUGUSTUS","gene",1,1638,".","-",".","Pver_g19500",1637
"19460","Pver_Sc0001291_size29297","AUGUSTUS","gene",6597,29297,".","-",".","Pver_g19501",22700
"19461","Pver_Sc0001293_size29237","AUGUSTUS","gene",3548,7166,".","+",".","Pver_g19502",3618
"19462","Pver_Sc0001294_size29221","AUGUSTUS","gene",2084,23708,".","-",".","Pver_g19503",21624
"19463","Pver_Sc0001299_size28781","AUGUSTUS","gene",12696,17339,".","+",".","Pver_g19504",4643
"19464","Pver_Sc0001299_size28781",".","gene",22591,23518,".","-",".","Pver_g19505",927
"19465","Pver_Sc0001300_size28701","AUGUSTUS","gene",3197,11558,".","-",".","Pver_g19506",8361
"19466","Pver_Sc0001300_size28701",".","gene",18722,27708,".","-",".","Pver_g19507",8986
"19467","Pver_Sc0001301_size28613",".","gene",1,21828,".","-",".","Pver_g19508",21827
"19468","Pver_Sc0001302_size28582","AUGUSTUS","gene",3188,3750,".","+",".","Pver_g19509",562
"19469","Pver_Sc0001302_size28582",".","gene",14506,24535,".","-",".","Pver_g19510",10029
"19470","Pver_Sc0001304_size28426","AUGUSTUS","gene",3320,3841,".","+",".","Pver_g19511",521
"19471","Pver_Sc0001304_size28426","AUGUSTUS","gene",8908,27052,".","-",".","Pver_g19512",18144
"19472","Pver_Sc0001305_size28416","AUGUSTUS","gene",6619,8858,".","-",".","Pver_g19513",2239
"19473","Pver_Sc0001305_size28416","AUGUSTUS","gene",19823,27948,".","-",".","Pver_g19514",8125
"19474","Pver_Sc0001306_size28331","AUGUSTUS","gene",2897,8008,".","-",".","Pver_g19515",5111
"19475","Pver_Sc0001306_size28331","AUGUSTUS","gene",17406,24483,".","+",".","Pver_g19516",7077
"19476","Pver_Sc0001307_size28225","AUGUSTUS","gene",1,11428,".","-",".","Pver_g19517",11427
"19477","Pver_Sc0001308_size28213","AUGUSTUS","gene",480,6168,".","-",".","Pver_g19518",5688
"19478","Pver_Sc0001308_size28213","AUGUSTUS","gene",6786,10217,".","+",".","Pver_g19519",3431
"19479","Pver_Sc0001308_size28213","AUGUSTUS","gene",11016,21328,".","-",".","Pver_g19520",10312
"19480","Pver_Sc0001310_size28088",".","gene",6016,14356,".","+",".","Pver_g19521",8340
"19481","Pver_Sc0001310_size28088","AUGUSTUS","gene",14378,17618,".","-",".","Pver_g19522",3240
"19482","Pver_Sc0001310_size28088","AUGUSTUS","gene",18126,20866,".","+",".","Pver_g19523",2740
"19483","Pver_Sc0001310_size28088","AUGUSTUS","gene",24676,27099,".","+",".","Pver_g19524",2423
"19484","Pver_Sc0001313_size27990",".","gene",6376,9005,".","+",".","Pver_g19525",2629
"19485","Pver_Sc0001314_size27840",".","gene",10136,24947,".","+",".","Pver_g19526",14811
"19486","Pver_Sc0001315_size24563",".","gene",4067,12531,".","+",".","Pver_g19527",8464
"19487","Pver_Sc0001315_size24563",".","gene",15256,20863,".","+",".","Pver_g19528",5607
"19488","Pver_Sc0001316_size27767","AUGUSTUS","gene",1393,1918,".","-",".","Pver_g19529",525
"19489","Pver_Sc0001316_size27767","AUGUSTUS","gene",2536,25314,".","+",".","Pver_g19530",22778
"19490","Pver_Sc0001318_size27625",".","gene",5486,6734,".","+",".","Pver_g19531",1248
"19491","Pver_Sc0001319_size27563","AUGUSTUS","gene",2811,17748,".","-",".","Pver_g19532",14937
"19492","Pver_Sc0001320_size27469","AUGUSTUS","gene",306,15982,".","+",".","Pver_g19533",15676
"19493","Pver_Sc0001320_size27469",".","gene",21953,26908,".","-",".","Pver_g19534",4955
"19494","Pver_Sc0001321_size27414",".","gene",7194,9278,".","-",".","Pver_g19535",2084
"19495","Pver_Sc0001321_size27414",".","gene",10496,13836,".","+",".","Pver_g19536",3340
"19496","Pver_Sc0001322_size27373",".","gene",2250,12582,".","+",".","Pver_g19537",10332
"19497","Pver_Sc0001323_size27283",".","gene",1136,8586,".","+",".","Pver_g19538",7450
"19498","Pver_Sc0001323_size27283","AUGUSTUS","gene",8682,15368,".","-",".","Pver_g19539",6686
"19499","Pver_Sc0001323_size27283",".","gene",19645,23598,".","-",".","Pver_g19540",3953
"19500","Pver_Sc0001323_size27283",".","gene",24186,26733,".","+",".","Pver_g19541",2547
"19501","Pver_Sc0001324_size27254","AUGUSTUS","gene",21185,26708,".","-",".","Pver_g19542",5523
"19502","Pver_Sc0001325_size27236","AUGUSTUS","gene",5536,7302,".","+",".","Pver_g19543",1766
"19503","Pver_Sc0001325_size27236","AUGUSTUS","gene",12636,17411,".","+",".","Pver_g19544",4775
"19504","Pver_Sc0001326_size27167",".","gene",8614,14198,".","-",".","Pver_g19545",5584
"19505","Pver_Sc0001326_size27167","AUGUSTUS","gene",21724,24898,".","-",".","Pver_g19546",3174
"19506","Pver_Sc0001328_size27072","AUGUSTUS","gene",6246,8778,".","-",".","Pver_g19547",2532
"19507","Pver_Sc0001329_size26941","AUGUSTUS","gene",712,3193,".","+",".","Pver_g19548",2481
"19508","Pver_Sc0001329_size26941","AUGUSTUS","gene",11666,15157,".","+",".","Pver_g19549",3491
"19509","Pver_Sc0001330_size26836","AUGUSTUS","gene",13862,22497,".","-",".","Pver_g19550",8635
"19510","Pver_Sc0001331_size26792","AUGUSTUS","gene",10206,14816,".","+",".","Pver_g19551",4610
"19511","Pver_Sc0001331_size26792","AUGUSTUS","gene",17286,19561,".","+",".","Pver_g19552",2275
"19512","Pver_Sc0001333_size22540","AUGUSTUS","gene",745,2051,".","+",".","Pver_g19553",1306
"19513","Pver_Sc0001333_size22540","AUGUSTUS","gene",2279,4138,".","-",".","Pver_g19554",1859
"19514","Pver_Sc0001333_size22540","AUGUSTUS","gene",4628,7178,".","-",".","Pver_g19555",2550
"19515","Pver_Sc0001333_size22540",".","gene",8435,11142,".","+",".","Pver_g19556",2707
"19516","Pver_Sc0001334_size26460","AUGUSTUS","gene",4196,11466,".","+",".","Pver_g19557",7270
"19517","Pver_Sc0001334_size26460","AUGUSTUS","gene",14611,16218,".","-",".","Pver_g19558",1607
"19518","Pver_Sc0001334_size26460","AUGUSTUS","gene",16993,20038,".","-",".","Pver_g19559",3045
"19519","Pver_Sc0001334_size26460","AUGUSTUS","gene",22277,26460,".","-",".","Pver_g19560",4183
"19520","Pver_Sc0001335_size26424","AUGUSTUS","gene",4136,6810,".","+",".","Pver_g19561",2674
"19521","Pver_Sc0001335_size26424","AUGUSTUS","gene",8706,10347,".","+",".","Pver_g19562",1641
"19522","Pver_Sc0001335_size26424","AUGUSTUS","gene",20005,22098,".","-",".","Pver_g19563",2093
"19523","Pver_Sc0001336_size26402","AUGUSTUS","gene",1600,2478,".","-",".","Pver_g19564",878
"19524","Pver_Sc0001336_size26402","AUGUSTUS","gene",7726,17494,".","+",".","Pver_g19565",9768
"19525","Pver_Sc0001337_size26399","AUGUSTUS","gene",1,7028,".","-",".","Pver_g19566",7027
"19526","Pver_Sc0001338_size26311","AUGUSTUS","gene",1441,4792,".","+",".","Pver_g19567",3351
"19527","Pver_Sc0001339_size26307",".","gene",242,25668,".","+",".","Pver_g19568",25426
"19528","Pver_Sc0001340_size26262","AUGUSTUS","gene",6176,17318,".","-",".","Pver_g19569",11142
"19529","Pver_Sc0001341_size26183","AUGUSTUS","gene",9,21542,".","+",".","Pver_g19570",21533
"19530","Pver_Sc0001342_size26158","AUGUSTUS","gene",2891,24708,".","-",".","Pver_g19571",21817
"19531","Pver_Sc0001344_size26102",".","gene",1,1798,".","-",".","Pver_g19572",1797
"19532","Pver_Sc0001345_size26082","AUGUSTUS","gene",6896,18436,".","+",".","Pver_g19573",11540
"19533","Pver_Sc0001345_size26082","AUGUSTUS","gene",22326,24580,".","+",".","Pver_g19574",2254
"19534","Pver_Sc0001348_size25947",".","gene",2,9770,".","+",".","Pver_g19575",9768
"19535","Pver_Sc0001349_size25799","AUGUSTUS","gene",4241,6028,".","-",".","Pver_g19576",1787
"19536","Pver_Sc0001349_size25799",".","gene",8729,13923,".","-",".","Pver_g19577",5194
"19537","Pver_Sc0001351_size25750","AUGUSTUS","gene",3386,20530,".","+",".","Pver_g19578",17144
"19538","Pver_Sc0001351_size25750","AUGUSTUS","gene",21186,22392,".","+",".","Pver_g19579",1206
"19539","Pver_Sc0001351_size25750","AUGUSTUS","gene",22947,25028,".","-",".","Pver_g19580",2081
"19540","Pver_Sc0001353_size25682",".","gene",300,8868,".","-",".","Pver_g19581",8568
"19541","Pver_Sc0001353_size25682",".","gene",13902,19825,".","-",".","Pver_g19582",5923
"19542","Pver_Sc0001354_size25671","AUGUSTUS","gene",1990,15591,".","+",".","Pver_g19583",13601
"19543","Pver_Sc0001354_size25671",".","gene",23466,25046,".","+",".","Pver_g19584",1580
"19544","Pver_Sc0001355_size25639","AUGUSTUS","gene",6664,21425,".","+",".","Pver_g19585",14761
"19545","Pver_Sc0001356_size25637",".","gene",7164,13988,".","-",".","Pver_g19586",6824
"19546","Pver_Sc0001356_size25637","AUGUSTUS","gene",14346,20414,".","+",".","Pver_g19587",6068
"19547","Pver_Sc0001357_size25594","AUGUSTUS","gene",4725,10888,".","-",".","Pver_g19588",6163
"19548","Pver_Sc0001358_size25561",".","gene",1000,23869,".","+",".","Pver_g19589",22869
"19549","Pver_Sc0001359_size25413",".","gene",18564,25358,".","-",".","Pver_g19590",6794
"19550","Pver_Sc0001361_size25278","AUGUSTUS","gene",18667,22158,".","-",".","Pver_g19591",3491
"19551","Pver_Sc0001362_size25276","AUGUSTUS","gene",2,4545,".","+",".","Pver_g19592",4543
"19552","Pver_Sc0001362_size25276",".","gene",5036,14637,".","+",".","Pver_g19593",9601
"19553","Pver_Sc0001362_size25276","AUGUSTUS","gene",18736,23486,".","+",".","Pver_g19594",4750
"19554","Pver_Sc0001363_size25223",".","gene",2,23307,".","+",".","Pver_g19595",23305
"19555","Pver_Sc0001364_size25024","AUGUSTUS","gene",2,3093,".","+",".","Pver_g19596",3091
"19556","Pver_Sc0001364_size25024",".","gene",6303,15078,".","-",".","Pver_g19597",8775
"19557","Pver_Sc0001364_size25024","AUGUSTUS","gene",15144,23778,".","-",".","Pver_g19598",8634
"19558","Pver_Sc0001366_size25000","AUGUSTUS","gene",386,3817,".","+",".","Pver_g19599",3431
"19559","Pver_Sc0001366_size25000","AUGUSTUS","gene",20480,23517,".","-",".","Pver_g19600",3037
"19560","Pver_Sc0001367_size25000","AUGUSTUS","gene",1,3858,".","-",".","Pver_g19601",3857
"19561","Pver_Sc0001367_size25000","AUGUSTUS","gene",13364,22578,".","-",".","Pver_g19602",9214
"19562","Pver_Sc0001368_size24908","AUGUSTUS","gene",520,24867,".","+",".","Pver_g19603",24347
"19563","Pver_Sc0001370_size24869","AUGUSTUS","gene",13016,20668,".","-",".","Pver_g19604",7652
"19564","Pver_Sc0001371_size24864",".","gene",1,5558,".","-",".","Pver_g19605",5557
"19565","Pver_Sc0001372_size24760","AUGUSTUS","gene",1,1008,".","-",".","Pver_g19606",1007
"19566","Pver_Sc0001372_size24760","AUGUSTUS","gene",1206,16750,".","+",".","Pver_g19607",15544
"19567","Pver_Sc0001372_size24760","AUGUSTUS","gene",17021,20258,".","-",".","Pver_g19608",3237
"19568","Pver_Sc0001373_size24731","AUGUSTUS","gene",6496,16612,".","+",".","Pver_g19609",10116
"19569","Pver_Sc0001373_size24731","AUGUSTUS","gene",16670,19628,".","-",".","Pver_g19610",2958
"19570","Pver_Sc0001374_size24714",".","gene",9526,13998,".","+",".","Pver_g19611",4472
"19571","Pver_Sc0001374_size24714","AUGUSTUS","gene",13752,17348,".","-",".","Pver_g19612",3596
"19572","Pver_Sc0001375_size24677","AUGUSTUS","gene",413,4458,".","-",".","Pver_g19613",4045
"19573","Pver_Sc0001375_size24677",".","gene",8356,19874,".","+",".","Pver_g19614",11518
"19574","Pver_Sc0001375_size24677",".","gene",20655,22208,".","-",".","Pver_g19615",1553
"19575","Pver_Sc0001376_size24577",".","gene",6846,21126,".","+",".","Pver_g19616",14280
"19576","Pver_Sc0001376_size24577","AUGUSTUS","gene",21355,23998,".","-",".","Pver_g19617",2643
"19577","Pver_Sc0001378_size24423","AUGUSTUS","gene",6056,23464,".","+",".","Pver_g19618",17408
"19578","Pver_Sc0001379_size24396","AUGUSTUS","gene",3646,13759,".","+",".","Pver_g19619",10113
"19579","Pver_Sc0001379_size24396","AUGUSTUS","gene",13876,22817,".","+",".","Pver_g19620",8941
"19580","Pver_Sc0001380_size24387",".","gene",12,12908,".","-",".","Pver_g19621",12896
"19581","Pver_Sc0001380_size24387","AUGUSTUS","gene",14896,23048,".","+",".","Pver_g19622",8152
"19582","Pver_Sc0001381_size24365","AUGUSTUS","gene",3605,18458,".","-",".","Pver_g19623",14853
"19583","Pver_Sc0001383_size24289","AUGUSTUS","gene",14132,17758,".","-",".","Pver_g19624",3626
"19584","Pver_Sc0001384_size24268","AUGUSTUS","gene",1256,2705,".","+",".","Pver_g19625",1449
"19585","Pver_Sc0001385_size24217","AUGUSTUS","gene",1297,3414,".","+",".","Pver_g19626",2117
"19586","Pver_Sc0001386_size24173","AUGUSTUS","gene",1,2578,".","-",".","Pver_g19627",2577
"19587","Pver_Sc0001387_size24008","AUGUSTUS","gene",2,1418,".","+",".","Pver_g19628",1416
"19588","Pver_Sc0001387_size24008","AUGUSTUS","gene",9549,13788,".","-",".","Pver_g19629",4239
"19589","Pver_Sc0001388_size24004","AUGUSTUS","gene",14,1321,".","+",".","Pver_g19630",1307
"19590","Pver_Sc0001388_size24004",".","gene",2852,23143,".","-",".","Pver_g19631",20291
"19591","Pver_Sc0001390_size23854",".","gene",350,9488,".","-",".","Pver_g19632",9138
"19592","Pver_Sc0001391_size23784","AUGUSTUS","gene",327,5051,".","+",".","Pver_g19633",4724
"19593","Pver_Sc0001392_size23744","AUGUSTUS","gene",3446,10052,".","+",".","Pver_g19634",6606
"19594","Pver_Sc0001392_size23744","AUGUSTUS","gene",12486,15746,".","+",".","Pver_g19635",3260
"19595","Pver_Sc0001393_size23713","AUGUSTUS","gene",5327,8108,".","-",".","Pver_g19636",2781
"19596","Pver_Sc0001393_size23713",".","gene",8306,19785,".","+",".","Pver_g19637",11479
"19597","Pver_Sc0001393_size23713","AUGUSTUS","gene",21686,23358,".","+",".","Pver_g19638",1672
"19598","Pver_Sc0001394_size23695","AUGUSTUS","gene",102,20708,".","-",".","Pver_g19639",20606
"19599","Pver_Sc0001394_size23695","AUGUSTUS","gene",21027,21562,".","-",".","Pver_g19640",535
"19600","Pver_Sc0001395_size23563","AUGUSTUS","gene",2275,4128,".","-",".","Pver_g19641",1853
"19601","Pver_Sc0001395_size23563",".","gene",5307,17318,".","-",".","Pver_g19642",12011
"19602","Pver_Sc0001396_size23495","AUGUSTUS","gene",11046,20824,".","+",".","Pver_g19643",9778
"19603","Pver_Sc0001397_size23474",".","gene",5094,21397,".","-",".","Pver_g19644",16303
"19604","Pver_Sc0001398_size23443","AUGUSTUS","gene",7452,10458,".","-",".","Pver_g19645",3006
"19605","Pver_Sc0001398_size23443",".","gene",14865,23443,".","-",".","Pver_g19646",8578
"19606","Pver_Sc0001399_size23371","AUGUSTUS","gene",799,16157,".","+",".","Pver_g19647",15358
"19607","Pver_Sc0001400_size23362","AUGUSTUS","gene",5,4014,".","+",".","Pver_g19648",4009
"19608","Pver_Sc0001401_size23358","AUGUSTUS","gene",1076,6963,".","+",".","Pver_g19649",5887
"19609","Pver_Sc0001404_size23077","AUGUSTUS","gene",11981,15698,".","-",".","Pver_g19650",3717
"19610","Pver_Sc0001405_size22965",".","gene",6964,14328,".","-",".","Pver_g19651",7364
"19611","Pver_Sc0001406_size22902","AUGUSTUS","gene",1,6508,".","-",".","Pver_g19652",6507
"19612","Pver_Sc0001406_size22902","AUGUSTUS","gene",17646,20574,".","+",".","Pver_g19653",2928
"19613","Pver_Sc0001407_size19755","AUGUSTUS","gene",2255,19108,".","-",".","Pver_g19654",16853
"19614","Pver_Sc0001408_size22845","AUGUSTUS","gene",18496,21908,".","+",".","Pver_g19655",3412
"19615","Pver_Sc0001409_size22830",".","gene",2343,6671,".","+",".","Pver_g19656",4328
"19616","Pver_Sc0001409_size22830","AUGUSTUS","gene",10106,13882,".","+",".","Pver_g19657",3776
"19617","Pver_Sc0001409_size22830","AUGUSTUS","gene",15476,21111,".","+",".","Pver_g19658",5635
"19618","Pver_Sc0001410_size22814","AUGUSTUS","gene",61,11681,".","+",".","Pver_g19659",11620
"19619","Pver_Sc0001410_size22814",".","gene",14575,17418,".","-",".","Pver_g19660",2843
"19620","Pver_Sc0001411_size22798",".","gene",3254,22798,".","+",".","Pver_g19661",19544
"19621","Pver_Sc0001412_size22771",".","gene",1,5338,".","-",".","Pver_g19662",5337
"19622","Pver_Sc0001412_size22771","AUGUSTUS","gene",13040,18138,".","-",".","Pver_g19663",5098
"19623","Pver_Sc0001412_size22771","AUGUSTUS","gene",21429,22771,".","-",".","Pver_g19664",1342
"19624","Pver_Sc0001413_size22675","AUGUSTUS","gene",793,3309,".","+",".","Pver_g19665",2516
"19625","Pver_Sc0001413_size22675","AUGUSTUS","gene",7766,9447,".","+",".","Pver_g19666",1681
"19626","Pver_Sc0001413_size22675","AUGUSTUS","gene",11266,15381,".","+",".","Pver_g19667",4115
"19627","Pver_Sc0001414_size22669","AUGUSTUS","gene",7271,20118,".","-",".","Pver_g19668",12847
"19628","Pver_Sc0001414_size22669","AUGUSTUS","gene",21046,22669,".","+",".","Pver_g19669",1623
"19629","Pver_Sc0001415_size22636","AUGUSTUS","gene",2,494,".","+",".","Pver_g19670",492
"19630","Pver_Sc0001415_size22636","AUGUSTUS","gene",10736,15105,".","+",".","Pver_g19671",4369
"19631","Pver_Sc0001416_size22601","AUGUSTUS","gene",4529,7998,".","-",".","Pver_g19672",3469
"19632","Pver_Sc0001416_size22601","AUGUSTUS","gene",21276,22528,".","+",".","Pver_g19673",1252
"19633","Pver_Sc0001417_size22574",".","gene",1242,12548,".","-",".","Pver_g19674",11306
"19634","Pver_Sc0001417_size22574",".","gene",17206,20233,".","-",".","Pver_g19675",3027
"19635","Pver_Sc0001418_size22518","AUGUSTUS","gene",1,14878,".","-",".","Pver_g19676",14877
"19636","Pver_Sc0001418_size22518","AUGUSTUS","gene",15486,17009,".","+",".","Pver_g19677",1523
"19637","Pver_Sc0001419_size22386",".","gene",2115,15798,".","-",".","Pver_g19678",13683
